main_category,title,average_rating,rating_number,features,description,price,images,videos,store,categories,details,parent_asin,bought_together,subtitle,author
Digital Music,Jane Eyre,4.6,23291,[],[],84.58,"[{'thumb': 'https://m.media-amazon.com/images/I/31CTP6oiIBL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31CTP6oiIBL.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/51WGY77A8TL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51WGY77A8TL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/71IkZ26FRAL._SL1200_.jpg'}]",[],Charlotte Bronte   Love Rose Classics   Format: Audio CD,"['CDs & Vinyl', 'The Naxos Store']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.25 x 2.25 x 5.2 inches; 1.19 Pounds', 'Manufacturer': 'Naxos Audio Books', 'Run time': '20 hours and 34 minutes', 'SPARS Code': 'DDD', 'Date First Available': 'February 2, 2007', 'Label': 'Naxos Audio Books', 'Number of discs': '1'}",9626343575,,,
Digital Music,Legend: The Best Of Bob Marley and the Wailers (Limited Edition Tri-color Vinyl with Hemp Slip-case),4.8,22621,[],"['2004 pressing colored vinyl. Features Hemp case with iconic image on label and tri-color vinyl. Hemp sleeve fits over blank jacket, as issued.']",,"[{'thumb': 'https://m.media-amazon.com/images/I/51KRlGL3gKL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51KRlGL3gKL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/91tyjfupZHL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41IxLKUcauL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41IxLKUcauL.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/811tSCDnuhL._SL1500_.jpg'}]",[],Bob Marley   Format: Vinyl,"['CDs & Vinyl', 'Reggae']","{'Manufacturer': 'Universal Special Markets', 'Date First Available': 'July 11, 2010', 'Label': 'Universal Special Markets'}",B003VGS67E,,,
Digital Music,Legend Rarities Edition,4.8,22480,[],"['Thirteen extended mixes, remixes and dubs-many issued on \'80s 12"" singles and on the U.S. version of Legend, reggae\'s most famous album. Extended mixes of One Love/People Get Ready; Jamming, and Could You Be Loved join remixes of Lively Up Yourself; No Woman, No Cry; Buffalo Soldier; Exodus, and more!']",10.72,"[{'thumb': 'https://m.media-amazon.com/images/I/51rv7ZgHASL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rv7ZgHASL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61iF874mw7L._SL1200_.jpg'}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '4.88 x 5.63 x 0.51 inches; 3.25 Ounces', 'Manufacturer': 'Tuff Gong', 'Item model number': '6837205', 'Date First Available': 'December 18, 2009', 'Label': 'Tuff Gong', 'Country of Origin': 'USA', 'Number of discs': '1'}",B003102IR4,,,
Digital Music,Legend,4.8,22447,[],"[""Universal Music Group has gone back to the original master tapes to deliver fully uncompressed, high-resolution versions of many of your favorite albums on Blu-ray Pure Audio Disc. Mastered at 24bit/96kHz, Blu-Ray Pure Audio Discs deliver the sound the artists originally heard in the studio when these classic albums were recorded. Recordings are transferred from the original master tapes and delivered in high-resolution 24-bit/96kHz audio. No compression is utilized, and the sound quality is vastly superior to MP3 or standard CD. Features three separate choices of audio file format for playback: PCM 2.0, Dolby True HD, or DTS-HD Master Audio (5.1 available where noted). Your preferred audio format is chosen either by pressing the 'Audio' button on your Blu-Ray remote or via your onscreen menu display.""]",99.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41bmZOdNd7L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41bmZOdNd7L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61ucvXM7kqL._SL1024_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/416lOEbfVaL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/416lOEbfVaL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/61HC0USCSLL._SL1011_.jpg'}]",[],Bob Marley   Format: Blu-ray Audio,"['CDs & Vinyl', 'Reggae', 'Rocksteady']","{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6.73 x 5.25 x 0.42 inches; 4.16 Ounces', 'Manufacturer': 'Mercury', 'Date First Available': 'November 7, 2013', 'Label': 'Mercury', 'Number of discs': '1'}",B00BSDTG44,,,
Digital Music,Legend: The Best Of Bob Marley And The Wailers [Audio Cassette],4.8,22422,[],"['AUDIO CASSETTE! Legend: The Best Of Bob Marley And The Wailers! TRACKS: 1. Is This Love; 2. No Woman, No Cry; 3. Could You Be Loved; 4. Three Little Birds; 5. Buffalo Soldier; 6. Get Up Stand Up; 7. Stir It Up; 8. One Love / People Get Ready; 9. I Shot the Sheriff; 10. Waiting in Vain; 11. Redemption Song; 12. Satisfy My Soul; 13. Exodus; & 14. Jamming.']",,"[{'thumb': 'https://m.media-amazon.com/images/I/51cnpG4HyKL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51cnpG4HyKL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Bob Marley   Format: Audio Cassette,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Package Dimensions': '4.3 x 2.7 x 0.6 inches; 4 Ounces', 'Manufacturer': 'Island / Atco', 'Date First Available': 'October 13, 2007', 'Label': 'Island / Atco', 'Number of discs': '1'}",B000X640OS,,,
Digital Music,Legend: Best of,4.8,22383,[],[],,"[{'thumb': 'https://m.media-amazon.com/images/I/41VFHWNJH4L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VFHWNJH4L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Bob Marley   Format: Audio Cassette,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '5.55 x 4.97 x 0.54 inches; 2.83 Ounces', 'Manufacturer': 'Polygram Records', 'SPARS Code': 'DDD', 'Date First Available': 'February 9, 2007', 'Label': 'Polygram Records', 'Number of discs': '1'}",B000001FYA,,,
Digital Music,Legend - The Best Of Bob Marley And The Wailers,4.8,22358,[],"['Bob Marley, Legend, the Best of Bob Marley, original Island Records Stereo LP 90169-1, @ 1984']",39.99,"[{'thumb': 'https://m.media-amazon.com/images/I/41wFUDRjFYL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41wFUDRjFYL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61mNzqzGEKL._SL1088_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51Mb1rVl++L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51Mb1rVl++L.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71Dp6bKlBmL._SL1088_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/71R3egm86DL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/71R3egm86DL.jpg', 'variant': 'PT02', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/61tS9DZa6DL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61tS9DZa6DL.jpg', 'variant': 'PT03', 'hi_res': None}]",[],Bob Marley   Format: Vinyl,"['CDs & Vinyl', 'Reggae', 'Rocksteady']","{'Is Discontinued By Manufacturer': 'No', 'Manufacturer': 'Island Records', 'Date First Available': 'July 29, 2007', 'Label': 'Island Records', 'Number of discs': '1'}",B000UG3VG4,,,
Digital Music,The best of Bob Marley & The Wailers: Legend,4.8,22342,[],"['Product description', 'MARLEY BOB & THE WAILERS LEGEND', 'Amazon.com', 'Even as greatest hits packages go, this is an utter gem. Every song is inspired, in a class of its own, whether the real version of ""I Shot the Sheriff,"" the hymnlike ""No Woman, No Cry,"" or the sheer joy of ""Jamming."" Even allowing that Marley never wrote any bad material, then', 'Legend', 'is still the crème de la crème, the heart and soul of the Jamaican people packed into one five-inch compact disc. He was unique, and the message of this record, more than any other, is that he died far too soon.', '--Chris Nickson']",12.25,"[{'thumb': 'https://m.media-amazon.com/images/I/41VFHWNJH4L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VFHWNJH4L.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.5 x 4.94 x 0.45 inches; 3.26 Ounces', 'Manufacturer': 'Polygram Records', 'Item model number': '2846210', 'SPARS Code': 'DDD', 'Date First Available': 'February 20, 2007', 'Label': 'Polygram Records', 'Number of discs': '1'}",B000001FY9,,,
Digital Music,Legend: The Best of Bob Marley and The Wailers - Sound+Vision,4.8,22315,[],"['Special Package that Includes the Deluxe Edition of ""Legend"" with the Dvd Edition of ""Legend"" (Ntsc/All Regions). Includes Exclusive Liner Notes in an Eight Panel Dvd-sized Digipack Housed in a Slipcase. Subtitled in English, German, French, Spanish and Portuguese.']",26.05,"[{'thumb': 'https://m.media-amazon.com/images/I/51rjffHzexL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51rjffHzexL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.5 x 0.5 x 5 inches; 8 Ounces', 'Manufacturer': 'Island', 'Item model number': '2070434', 'SPARS Code': 'DDD', 'Date First Available': 'January 31, 2007', 'Label': 'Island', 'Number of discs': '3'}",B0000YE44Y,,,
Digital Music,Legend Picture,4.8,22287,[],"['Bob Marley & the Wailers\' LEGEND stands tall as one of the best-selling albums in history, touching millions with a beautiful flow of Bob\'s most memorable songs, from ""One Love/People Get Ready"" to ""Get Up, Stand Up,"" ""Is This Love"" to ""Jammin\',"" ""Could You Be Loved"" to ""Three Little Birds,"" and more classics . And now, in celebration of #BobMarley75, the album is available in a Limited-Edition Picture Disc presenting the iconic cover shot backed with never-before-seen image of Bob.']",29.49,"[{'thumb': 'https://m.media-amazon.com/images/I/31Z1MFNygsL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Z1MFNygsL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71dcCa0NGmL._SL1500_.jpg'}]",[],Bob Marley   Format: Vinyl,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Product Dimensions': '12.32 x 12.36 x 0.31 inches; 8.32 Ounces', 'Manufacturer': 'Tuff Gong', 'Item model number': '2020-07-24', 'Original Release Date': '2020', 'Date First Available': 'June 12, 2020', 'Label': 'Tuff Gong', 'Country of Origin': 'USA', 'Number of discs': '1'}",B088LFQY7D,,,
Digital Music,Legend: The Best Of Bob Marley And The Wailers,4.8,22281,[],"['Product Description', ""We remember the brilliant and evocotive music Bob Marley gave the world; music that stretches back over nearly two decades and yet still remains timeless and universal. Bob Marley And The Wailers worked their way into the very fabric of our lives. 15 of Marley's most memorable songs, including: Could You Be Loved 'Exodus' 'Get Up Stand Up' 'I Shot The Sheriff' 'People Get Ready' and more."", 'Amazon.com', 'Even as greatest hits packages go, this is an utter gem. Every song is inspired, in a class of its own, whether the real version of ""I Shot the Sheriff,"" the hymnlike ""No Woman, No Cry,"" or the sheer joy of ""Jamming."" Even allowing that Marley never wrote any bad material, then', 'Legend', 'is still the crème de la crème, the heart and soul of the Jamaican people packed into one five-inch compact disc. He was unique, and the message of this record, more than any other, is that he died far too soon.', '--Chris Nickson']",7.0,"[{'thumb': 'https://m.media-amazon.com/images/I/51pkRFG5N5L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51pkRFG5N5L.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71EFb-BEAeL._SL1400_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/512Faq7AdZL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/512Faq7AdZL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/716mHntXtKL._SL1193_.jpg'}]","[{'title': ""Just can't go wrong with Legend! Timeless classic!"", 'url': 'https://www.amazon.com/vdp/dba1326566e8455bb35f9efded49b242?ref=dp_vse_rvc_0', 'user_id': 'AFFRKSXKMOHVRXWETACEPEQQA2FQ'}, {'title': 'Ziggy Marley Video', 'url': 'https://www.amazon.com/vdp/91c87bf3383a4a208c8ed3cc8bec7191?ref=dp_vse_rvc_1', 'user_id': ''}]",Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.55 x 4.92 x 0.47 inches; 3.25 Ounces', 'Manufacturer': 'Tuff Gong / Island', 'Item model number': '2140229', 'Original Release Date': '2002', 'SPARS Code': 'DDD', 'Date First Available': 'May 29, 2006', 'Label': 'Tuff Gong / Island', 'Country of Origin': 'USA', 'Number of discs': '1'}",B0000669JL,,,
Digital Music,Legend - The Best Of Bob Marley And The Wailers,4.8,22272,[],"['Track Listings 1. Is This Love 2. No Woman, No Cry 3. Could You Be Loved 4. Three Little Birds 5. Buffalo Soldier 6. Get Up Stand Up 7. Stir It Up 8. One Love/People Get Ready 9. I Shot the Sheriff 10. Waiting in Vain 11. Redemption Song 12. Satisfy My Soul 13. Exodus 14. Jamming']",54.71,"[{'thumb': 'https://m.media-amazon.com/images/I/51DK9tEX9DL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DK9tEX9DL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/819kAH1kgaL._SL1024_.jpg'}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Package Dimensions': '5.5 x 4.8 x 0.4 inches; 1.6 Ounces', 'Manufacturer': 'BMG DIRECT', 'Date First Available': 'September 16, 2009', 'Label': 'BMG DIRECT'}",B002PEXMVI,,,
Digital Music,Legend: The Best of Bob Marley & The Wailers,4.8,22229,[],"['Product Description', 'THE Bob Marley ""best-of"" is back with an extra disc containing 12"" single remixes of some of Bob\'s biggest hits, including an unreleased remix of Lively Up Yourself and a remix of No Woman No Cry ! Also here are such Marley musts as Buffalo Soldier; Get Up Stand Up; Stir It Up; One Love/People Get Ready; I Shot the Sheriff , and Redemption Song 29 crucial cuts!', 'Amazon.com', 'Even as greatest hits packages go, this is an utter gem. Every song is inspired and in a class of its own, whether it\'s the real version of ""I Shot the Sheriff,"" the hymnlike ""No Woman, No Cry,"" or the sheer joy of ""Jamming."" Even allowing that', 'Marley', 'never wrote any bad material,', 'Legend', 'is still the crème de la crème--the heart and soul of the Jamaican people packed into one 5-inch compact disc. Marley was unique, and the message of this record, more than any other, is that he died far too soon.']",14.97,"[{'thumb': 'https://m.media-amazon.com/images/I/41ZWI12NPFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ZWI12NPFL.jpg', 'variant': 'MAIN', 'hi_res': None}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.83 x 5.04 x 0.63 inches; 5.15 Ounces', 'Manufacturer': 'Island Records / Tuff Gong', 'Item model number': '2141013', 'Original Release Date': '2002', 'SPARS Code': 'DDD', 'Date First Available': 'December 8, 2006', 'Label': 'Island Records / Tuff Gong', 'Number of discs': '2'}",B00005Y23E,,,
Digital Music,Legend,4.8,22111,[],"[""Originally released in 1984, Bob Marley's LEGEND illustrates the remarkable life and recording career of one of reggae music's most important figures. This iconic collection not only serves as the perfect introduction to the music of Bob Marley, it has become an essential part in every Marley collection. It remains the world's best-selling reggae album and continues to be one of the best-selling catalog albums, exceeding 15 copies in the U.S. alone and over 27 million worldwide. Coupled with the original release of LEGEND on CD, this deluxe version features this iconic collection entirely mixed in 5.1 by the GRAMMY® Award winning producer Bob Clearmountain on Blu-Ray Pure Audio Disc™ and now includes the original, early studio version of 'No Woman No Cry,' in lieu of the previous live version. Also featured are two, previously unheard alternate takes of 'Easy Skanking' and 'Punky Reggae Party' recently discovered in the Marley vault. Classic Marley anthems include 'Three Little Birds,' 'Get Up Stand Up,' 'One Love/People Get Ready,' 'No Woman No Cry' and 'I Shot The Sheriff,' which was later a No. 1 hit for Eric Clapton, as well as 'Jamming,' 'Exodus,' 'Redemption Song' and 'Is This Love.'PACKAGINGBoth the CD and Blu-Ray Pure Audio Disc™ are housed in a 28-page, case bound book featuring extended liner notes, unseen photos and forewards written by Sir Paul McCartney, Stevie Wonder, and liner notes by author of the book Marley, Christopher Farley.""]",145.92,"[{'thumb': 'https://m.media-amazon.com/images/I/51z1MS8QFIL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51z1MS8QFIL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/81BQbPt3MaL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/514rx6lM18L._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/514rx6lM18L.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/81Jnrydw6-L._SL1060_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41+q1J6+uWL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41+q1J6+uWL.jpg', 'variant': 'RGHT', 'hi_res': 'https://m.media-amazon.com/images/I/81JV+JhHVnL._SL1500_.jpg'}]",[],Bob Marley   Format: Audio CD,"['CDs & Vinyl', 'Reggae', 'Rocksteady']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '5.59 x 7.2 x 0.47 inches; 7.16 Ounces', 'Manufacturer': 'Island', 'Item model number': '28931740', 'Date First Available': 'May 7, 2014', 'Label': 'Island', 'Country of Origin': 'France', 'Number of discs': '1'}",B00K6D20UE,,,
Digital Music,Legend Tri-Color,4.8,22049,[],['Tri-Color Vinyl'],,"[{'thumb': 'https://m.media-amazon.com/images/I/41V4hBu3FjL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41V4hBu3FjL.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71UNTLTCD8L._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/61CJ93ObFFL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/61CJ93ObFFL.jpg', 'variant': 'BACK', 'hi_res': 'https://m.media-amazon.com/images/I/913sS3UiTtL._SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/410ufvYlNuL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/410ufvYlNuL.jpg', 'variant': 'RGHT', 'hi_res': 'https://m.media-amazon.com/images/I/81lMmHwYcxL._SL1500_.jpg'}]",[],Bob Marley   Format: Vinyl,"['CDs & Vinyl', 'International Music', 'Caribbean & Cuba', 'Jamaica']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '12 x 12.6 x 1 inches; 10.58 Ounces', 'Manufacturer': 'Tuff Gong', 'Item model number': '28931741', 'Original Release Date': '2014', 'Date First Available': 'May 7, 2014', 'Label': 'Tuff Gong', 'Number of discs': '2'}",B00K6D20SG,,,
Digital Music,Legend,4.8,22007,[],"['Island 50th Anniversary Special Edition. There are few musicians whose music has indisputably advanced humanity. Reggae figurehead Bob Marley--a songwriter, poet, activist, and visionary--is one of them. The idea that a single-disc collection could represent the depth, breadth, and power of Marley\'s achievement is far-fetched, but LEGEND makes an excellent attempt. Every single one of its tracks is outstanding, and the artist\'s different faces--revolutionary (""Get Up Stand Up""), romantic (""Is This Love""), devout Rastafarian (""Buffalo Soldier""), and prophet (""One Love/People Get Ready"") are equally represented.In addition to his moving message of love and unity, Marley is a master songwriter, as the timelessness of songs like ""Stir It Up,"" ""I Shot the Sheriff,"" and the gorgeous, poignant ""Redemption Song"" proves. Of course, a true sampling of Marley\'s output would require some early ska material, the Wailer\'s debut (CATCH A FIRE), the definitive NATTY DREAD, and his later-period opus EXODUS, but LEGEND provides a highly satisfying, if brief, overview of Marley\'s genius. A record well suited to any location, season, or time of day, it has proven universal in its appeal. The music herein is as essential as air. (Note: The Deluxe Edition CD includes two bonus tracks and an additional disc of remixes).']",27.95,"[{'thumb': 'https://m.media-amazon.com/images/I/51DWv2t4UVL._SS40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51DWv2t4UVL.jpg', 'variant': 'MAIN', 'hi_res': None}]","[{'title': 'Bob Marley ', 'url': 'https://www.amazon.com/vdp/0b5a87c1dcdc4bf5a5c10541edc8670d?ref=dp_vse_rvc_0', 'user_id': 'AH47PBRU6QJCFWNELHHPU2KM3C4Q'}, {'title': 'Good. Minor imperfections.', 'url': 'https://www.amazon.com/vdp/7a4c07f9d37d449e8c370bc8c0acd3b5?ref=dp_vse_rvc_1', 'user_id': 'AFONMWPMNIIHD4DVQCPPAJKOHQ5Q'}, {'title': 'Love the record', 'url': 'https://www.amazon.com/vdp/cd9f8ac5919344c2bc3ac2ab0aa9e173?ref=dp_vse_rvc_2', 'user_id': 'AGNWFFPV3FOUBXYVVRGPKNTOCQGQ'}, {'title': 'Work great.', 'url': 'https://www.amazon.com/vdp/09cf1b9f5ed243f68de588e49b85848a?ref=dp_vse_rvc_3', 'user_id': 'AEBNYXSVRSLILIACISETSCOAYBHQ'}, {'title': 'SIDE TWO Doesn’t work well! ☹️', 'url': 'https://www.amazon.com/vdp/906b121f5333449e9d23c89f97f79567?ref=dp_vse_rvc_4', 'user_id': 'AE3D4JYVHZ3ZUCVZAWHGGDLKNFEQ'}, {'title': 'Scuff up record', 'url': 'https://www.amazon.com/vdp/03d9f078a3cd496ca504a47d68aa5b62?ref=dp_vse_rvc_5', 'user_id': 'AHZOBUUC4HAOAOASCZZOYTXAC3SQ'}, {'title': 'Defective', 'url': 'https://www.amazon.com/vdp/0c5ccae70e734660a3b390736992b428?ref=dp_vse_rvc_6', 'user_id': 'AFLGPROLPR7TSMB2N7JFUTZS4URA'}, {'title': 'Don’t buy they all do the same skipping at the end', 'url': 'https://www.amazon.com/vdp/087c1ac819d94914836fafa4799fae1b?ref=dp_vse_rvc_7', 'user_id': 'AHWQKWIKLNPZFKZITZIUUF2I3OSQ'}]",Bob Marley   Format: Vinyl,"['CDs & Vinyl', 'Reggae', 'Jamaican Ska']","{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '12.36 x 12.36 x 0.31 inches; 8.32 Ounces', 'Manufacturer': 'Tuff Gong', 'Item model number': 'UM-060075303052', 'Original Release Date': '2009', 'Date First Available': 'November 17, 2008', 'Label': 'Tuff Gong', 'Country of Origin': 'USA', 'Number of discs': '1'}",B000V7J82S,,,
